location_name,val
China,27.1808337
Democratic People's Republic of Korea,24.8453663
Cambodia,23.4546483
Indonesia,33.5498274
Lao People's Democratic Republic,24.9423675
Malaysia,24.609063
Maldives,25.1087489
Myanmar,25.4090389
Philippines,28.771174700000003
Sri Lanka,14.633865900000002
Thailand,22.626143300000003
Timor-Leste,35.2686981
Viet Nam,24.9068674
Fiji,28.8062837
Kiribati,50.863580600000006
Marshall Islands,21.954397
Micronesia (Federated States of),48.2415516
Papua New Guinea,32.3025247
Samoa,28.7277844
Solomon Islands,33.9561561
Tonga,29.289704300000004
Vanuatu,24.7582133
Armenia,28.5582342
Azerbaijan,23.4676738
Georgia,28.2040554
Kazakhstan,28.2389495
Kyrgyzstan,23.4723967
Mongolia,28.4007755
Tajikistan,10.4805448
Turkmenistan,18.014292
Uzbekistan,13.6099278
Albania,28.6614671
Bosnia and Herzegovina,38.863406
Bulgaria,40.7675256
Croatia,35.654978
Czechia,30.929810000000003
Hungary,35.8060878
Montenegro,39.7748506
Poland,30.1648753
Romania,30.5323246
Serbia,36.6546288
Slovakia,27.5230695
Slovenia,28.0065256
Belarus,32.6922067
Estonia,32.5747344
Latvia,35.2728779
Lithuania,29.8811361
Republic of Moldova,24.3675853
Russian Federation,35.5791929
Ukraine,33.0862476
Brunei Darussalam,16.8297368
Japan,25.948541
Republic of Korea,25.5167527
Singapore,16.362254500000002
Australia,19.1333356
New Zealand,21.1805956
Andorra,30.4837146
Austria,34.136417
Belgium,27.0106569
Cyprus,35.406137300000005
Denmark,25.3962869
Finland,23.1535473
France,33.8149472
Germany,29.0174934
Greece,42.9553297
Iceland,18.2742283
Ireland,27.5742695
Israel,21.9296092
Italy,26.2680396
Luxembourg,27.3079015
Malta,23.4679199
Netherlands,27.4535196
Norway,21.6588254
Portugal,27.675585200000004
Spain,38.0780687
Sweden,15.065774800000002
Switzerland,27.4996232
United Kingdom,26.7494082
Argentina,26.2909335
Chile,36.665508
Uruguay,29.0127801
Canada,20.0220864
United States of America,20.803297
Antigua and Barbuda,8.175059
Bahamas,7.1126197
Barbados,9.7658061
Belize,13.1111583
Cuba,27.9726445
Dominica,10.6134772
Dominican Republic,13.4508881
Grenada,11.9655268
Guyana,14.4991378
Haiti,7.0814621
Jamaica,15.5945711
Saint Lucia,12.891440200000002
Saint Vincent and the Grenadines,12.3432602
Suriname,23.7350166
Trinidad and Tobago,18.7909184
Bolivia (Plurinational State of),10.672343
Ecuador,15.9453856
Peru,7.699394499999999
Colombia,16.1119276
Costa Rica,14.0724575
El Salvador,9.0936185
Guatemala,12.610327599999998
Honduras,14.3908458
Mexico,18.8515003
Nicaragua,13.3268016
Panama,9.4208685
Venezuela (Bolivarian Republic of),18.4434016
Brazil,16.4612877
Paraguay,19.0097864
Algeria,16.8407794
Bahrain,14.8239148
Egypt,21.7729946
Iran (Islamic Republic of),15.0129356
Iraq,20.4234649
Jordan,29.6672355
Kuwait,23.1514455
Lebanon,34.8590899
Libya,19.877706
Morocco,12.4067836
Oman,9.0468483
Qatar,18.1693781
Saudi Arabia,14.612205
Syrian Arab Republic,26.0127994
Tunisia,24.8303481
Turkey,31.3055101
United Arab Emirates,18.9917704
Yemen,19.7449595
Afghanistan,8.9424177
Bangladesh,24.6841858
Bhutan,9.6894808
India,16.9289831
Nepal,28.392462400000003
Pakistan,18.1247162
Angola,10.0251037
Central African Republic,8.2093471
Congo,10.6147608
Democratic Republic of the Congo,10.4183065
Equatorial Guinea,13.2034905
Gabon,12.023586
Burundi,10.1916582
Comoros,13.5319138
Djibouti,24.1670618
Eritrea,6.383560000000001
Ethiopia,5.2054929
Kenya,12.3839024
Madagascar,13.917704
Malawi,13.3074931
Mauritius,22.055226
Mozambique,15.0416522
Rwanda,14.9863816
Seychelles,24.1904197
Somalia,11.633123
United Republic of Tanzania,13.241045000000002
Uganda,11.4833552
Zambia,18.2213168
Botswana,20.2705841
Lesotho,18.6433791
Namibia,18.8156364
South Africa,22.4507289
Zimbabwe,16.5557618
Benin,7.4588874
Burkina Faso,10.123114800000002
Cameroon,9.3630393
Cabo Verde,6.5419408
Chad,11.4023498
Côte d'Ivoire,14.0462061
Gambia,13.1107088
Ghana,6.188904399999999
Guinea,15.7127576
Guinea-Bissau,3.7196088
Liberia,8.974398
Mali,12.3144428
Mauritania,19.9411995
Niger,8.2504284
Nigeria,5.188389
Sao Tome and Principe,4.8366449
Senegal,10.5690267
Sierra Leone,20.5050538
Togo,8.9360854
Cook Islands,30.8753905
Monaco,28.0324705
Nauru,44.8354113
Niue,21.0780626
Palau,24.3032298
Saint Kitts and Nevis,7.3264682
San Marino,22.0486382
Tuvalu,32.1674001
South Sudan,12.3315842
Sudan,11.9367631
Swaziland,-
The former Yugoslav Republic of Macedonia,-
