location_name,val
China,56.0405485
Democratic People's Republic of Korea,49.7633565
Cambodia,54.1500485
Indonesia,58.32084199999999
Lao People's Democratic Republic,42.9485211
Malaysia,50.7745231
Maldives,46.1279729
Myanmar,52.5436098
Philippines,55.5527227
Sri Lanka,36.9659589
Thailand,47.311172
Timor-Leste,62.287505
Viet Nam,59.36976430000001
Fiji,47.6057255
Kiribati,62.7574977
Marshall Islands,34.121407999999995
Micronesia (Federated States of),59.995744900000005
Papua New Guinea,49.499949
Samoa,45.7832734
Solomon Islands,47.5292604
Tonga,52.650617700000005
Vanuatu,44.7738481
Armenia,59.0546289
Azerbaijan,44.9406261
Georgia,48.5640951
Kazakhstan,49.305724
Kyrgyzstan,41.092385
Mongolia,47.1932694
Tajikistan,25.4774836
Turkmenistan,36.6481874
Uzbekistan,20.9376626
Albania,40.5856221
Bosnia and Herzegovina,41.3900918
Bulgaria,51.2961831
Croatia,41.1612145
Czechia,42.1829023
Hungary,42.1047411
Montenegro,42.7695495
Poland,44.9701666
Romania,45.8758732
Serbia,43.3479108
Slovakia,40.0601977
Slovenia,29.8597873
Belarus,51.4871034
Estonia,43.0662707
Latvia,49.4821124
Lithuania,43.9780371
Republic of Moldova,41.1259021
Russian Federation,57.9480932
Ukraine,58.4129227
Brunei Darussalam,34.8878413
Japan,53.2824308
Republic of Korea,54.2822432
Singapore,26.2129526
Australia,27.9284939
New Zealand,27.034012200000003
Andorra,39.9903165
Austria,43.2157221
Belgium,37.6995603
Cyprus,47.6023427
Denmark,39.4901098
Finland,32.0809498
France,40.6788499
Germany,37.741885200000006
Greece,51.1728497
Iceland,28.0587929
Ireland,35.116717400000006
Israel,35.791387
Italy,34.9552068
Luxembourg,36.2435033
Malta,34.2127306
Netherlands,37.8276956
Norway,38.0766884
Portugal,38.4655311
Spain,44.853782800000005
Sweden,18.9716072
Switzerland,38.8719193
United Kingdom,31.9034505
Argentina,33.5806232
Chile,41.1001502
Uruguay,40.2548977
Canada,31.5317316
United States of America,27.784786900000004
Antigua and Barbuda,10.6129641
Bahamas,10.698404
Barbados,16.7297053
Belize,20.0822143
Cuba,42.8007908
Dominica,14.3539001
Dominican Republic,15.9678192
Grenada,17.786322199999997
Guyana,23.1602877
Haiti,16.539758
Jamaica,29.006693
Saint Lucia,22.2978177
Saint Vincent and the Grenadines,20.7201818
Suriname,41.8750564
Trinidad and Tobago,29.4990169
Bolivia (Plurinational State of),14.6751983
Ecuador,22.9887312
Peru,12.6490762
Colombia,28.2109057
Costa Rica,24.2762099
El Salvador,12.3044808
Guatemala,23.1714772
Honduras,28.6695849
Mexico,39.9069109
Nicaragua,23.7370185
Panama,18.5761336
Venezuela (Bolivarian Republic of),30.0102252
Brazil,32.7378798
Paraguay,39.4978281
Algeria,32.947926
Bahrain,20.9938782
Egypt,38.6519702
Iran (Islamic Republic of),22.9897532
Iraq,43.6965238
Jordan,43.7270391
Kuwait,37.7206951
Lebanon,40.6882851
Libya,34.6508394
Morocco,30.305124
Oman,16.411669200000002
Qatar,22.0303264
Saudi Arabia,19.9165285
Syrian Arab Republic,47.5275775
Tunisia,50.0479414
Turkey,52.9739696
United Arab Emirates,23.2653352
Yemen,31.7802791
Afghanistan,8.4137051
Bangladesh,45.8487778
Bhutan,15.515551
India,33.6380295
Nepal,49.8398622
Pakistan,38.9010457
Angola,19.4327486
Central African Republic,18.181261600000003
Congo,15.2908188
Democratic Republic of the Congo,20.3290158
Equatorial Guinea,25.7271155
Gabon,19.4367817
Burundi,18.2033862
Comoros,27.078004900000003
Djibouti,34.112123
Eritrea,14.8873946
Ethiopia,9.7998242
Kenya,29.3006884
Madagascar,33.0974589
Malawi,24.1152698
Mauritius,42.8291325
Mozambique,23.0291318
Rwanda,21.7746956
Seychelles,43.914263
Somalia,22.7724571
United Republic of Tanzania,28.487354
Uganda,21.4789083
Zambia,24.3778333
Botswana,35.354346
Lesotho,30.2408784
Namibia,27.4509612
South Africa,40.5244053
Zimbabwe,29.9807465
Benin,17.1272309
Burkina Faso,22.3583566
Cameroon,20.6651354
Cabo Verde,14.2095148
Chad,22.0020812
Côte d'Ivoire,21.2940605
Gambia,31.6787984
Ghana,9.9565828
Guinea,32.2356483
Guinea-Bissau,5.7872607
Liberia,15.3495552
Mali,19.9085499
Mauritania,35.0733114
Niger,14.9685441
Nigeria,11.0290026
Sao Tome and Principe,7.2577663
Senegal,28.3646381
Sierra Leone,32.9483766
Togo,21.5122233
Cook Islands,40.7835939
Monaco,36.1157497
Nauru,45.7259685
Niue,29.0576459
Palau,35.2603309
Saint Kitts and Nevis,11.7969285
San Marino,32.3713323
Tuvalu,44.1305418
South Sudan,23.5043068
Sudan,22.689087
Swaziland,-
The former Yugoslav Republic of Macedonia,-
