location_name,val
China,4.569693200000001
Democratic People's Republic of Korea,4.1370211
Cambodia,6.0774511
Indonesia,3.4092413
Lao People's Democratic Republic,5.4014788000000005
Malaysia,4.3963435
Maldives,7.9176403
Myanmar,16.6301168
Philippines,13.3386597
Sri Lanka,3.0261141
Thailand,6.5063146000000005
Timor-Leste,5.4297473
Viet Nam,4.126780699999999
Fiji,17.803583
Kiribati,35.3843564
Marshall Islands,7.7238612
Micronesia (Federated States of),32.500937400000005
Papua New Guinea,23.7341281
Samoa,16.5843842
Solomon Islands,18.0184922
Tonga,13.58076
Vanuatu,7.1059646
Armenia,3.2957264
Azerbaijan,1.9714607
Georgia,6.3644377
Kazakhstan,7.4912139
Kyrgyzstan,3.0886341
Mongolia,5.7956368000000005
Tajikistan,2.2039220000000004
Turkmenistan,4.9042594
Uzbekistan,1.3278557
Albania,6.593874
Bosnia and Herzegovina,21.8395752
Bulgaria,38.8136379
Croatia,36.3056621
Czechia,29.3230545
Hungary,32.3154058
Montenegro,32.95104
Poland,29.4519234
Romania,21.4573165
Serbia,31.5831659
Slovakia,24.6107098
Slovenia,22.5374259
Belarus,18.0228969
Estonia,21.4100471
Latvia,21.6918131
Lithuania,15.389811
Republic of Moldova,6.528595600000001
Russian Federation,12.4243971
Ukraine,15.5868262
Brunei Darussalam,7.7352825
Japan,13.4807943
Republic of Korea,6.5186125
Singapore,10.0929161
Australia,26.6112391
New Zealand,27.0824739
Andorra,30.4373413
Austria,29.7389288
Belgium,29.7316764
Cyprus,24.2998449
Denmark,44.4994978
Finland,26.2293227
France,31.6356121
Germany,27.668864900000003
Greece,32.4534977
Iceland,28.8482187
Ireland,31.3246921
Israel,24.3039241
Italy,25.864303900000003
Luxembourg,29.5100201
Malta,25.52601
Netherlands,37.5175574
Norway,39.1121888
Portugal,17.0549421
Spain,32.1307946
Sweden,26.8381731
Switzerland,28.924132000000004
United Kingdom,31.1677429
Argentina,25.4306484
Chile,37.5378673
Uruguay,28.6102175
Canada,30.4322296
United States of America,24.6372801
Antigua and Barbuda,4.3834196
Bahamas,3.6280458
Barbados,4.8581169
Belize,3.8026287
Cuba,23.5085364
Dominica,6.7959336
Dominican Republic,12.0139831
Grenada,5.4009145
Guyana,4.6851971
Haiti,5.2035437
Jamaica,8.9629853
Saint Lucia,6.2325944
Saint Vincent and the Grenadines,4.2785088
Suriname,12.091697
Trinidad and Tobago,8.7929178
Bolivia (Plurinational State of),7.1640458
Ecuador,6.035392
Peru,5.3791992
Colombia,14.487639799999998
Costa Rica,13.803522400000002
El Salvador,2.6821545
Guatemala,4.5640946
Honduras,5.9337057
Mexico,17.1644352
Nicaragua,6.5021302
Panama,7.1905369
Venezuela (Bolivarian Republic of),17.0630842
Brazil,26.6495529
Paraguay,14.494923000000002
Algeria,2.4561736
Bahrain,6.3170438
Egypt,1.0711858
Iran (Islamic Republic of),4.3870459
Iraq,4.5819544
Jordan,10.7276807
Kuwait,5.2075452
Lebanon,18.3045353
Libya,1.4894904
Morocco,1.5535291
Oman,2.1124078
Qatar,2.9283942
Saudi Arabia,1.5571212
Syrian Arab Republic,8.0578217
Tunisia,3.4050533
Turkey,16.0462504
United Arab Emirates,3.7625806
Yemen,8.6351423
Afghanistan,1.0172504
Bangladesh,2.9537093
Bhutan,5.0678461
India,4.4965239
Nepal,30.0888915
Pakistan,6.4752809
Angola,3.0752536
Central African Republic,2.1851584
Congo,1.5454434
Democratic Republic of the Congo,1.4583755
Equatorial Guinea,2.4566023
Gabon,2.8926697
Burundi,6.1913389
Comoros,3.2598511
Djibouti,4.8759849
Eritrea,0.8915369
Ethiopia,1.3444229
Kenya,4.056183
Madagascar,4.2645546
Malawi,3.8058232
Mauritius,5.8558744
Mozambique,6.483672
Rwanda,8.8880259
Seychelles,7.670837499999999
Somalia,3.4507836
United Republic of Tanzania,4.2171692
Uganda,4.358861
Zambia,6.6368884
Botswana,10.4401436
Lesotho,1.8025171
Namibia,14.3608995
South Africa,16.3394868
Zimbabwe,3.8562064
Benin,3.1271257
Burkina Faso,2.2427704
Cameroon,2.0072962
Cabo Verde,4.6114896000000005
Chad,4.375256
Côte d'Ivoire,3.8631591
Gambia,2.0454064
Ghana,1.962405
Guinea,2.1997493
Guinea-Bissau,1.0106469
Liberia,2.5754604
Mali,1.7130846000000002
Mauritania,9.4350839
Niger,1.4577593
Nigeria,2.4483168
Sao Tome and Principe,1.5418801
Senegal,2.5558038
Sierra Leone,10.6264995
Togo,3.640967
Cook Islands,24.6444183
Monaco,29.2908313
Nauru,43.9496734
Niue,16.1910526
Palau,13.019158
Saint Kitts and Nevis,2.9616554
San Marino,28.2454881
Tuvalu,19.1132616
South Sudan,3.34938
Sudan,2.3313676
Swaziland,-
The former Yugoslav Republic of Macedonia,-
