location_name,val
China,28.9862117
Democratic People's Republic of Korea,25.5724311
Cambodia,27.7736116
Indonesia,31.8562843
Lao People's Democratic Republic,23.5482703
Malaysia,27.5432951
Maldives,26.275967500000004
Myanmar,31.4507136
Philippines,33.745243200000004
Sri Lanka,17.6035189
Thailand,24.563249300000003
Timor-Leste,34.0985633
Viet Nam,29.2177426
Fiji,31.8891992
Kiribati,51.2845098
Marshall Islands,21.2613537
Micronesia (Federated States of),46.5813367
Papua New Guinea,37.4329612
Samoa,31.8767147
Solomon Islands,32.313516
Tonga,32.3706373
Vanuatu,26.8482676
Armenia,29.3554679
Azerbaijan,22.6945143
Georgia,26.586927300000003
Kazakhstan,27.6774276
Kyrgyzstan,21.4391733
Mongolia,26.6083515
Tajikistan,12.4384263
Turkmenistan,19.8821104
Uzbekistan,12.0029146
Albania,23.908768
Bosnia and Herzegovina,33.3318237
Bulgaria,43.5925984
Croatia,35.3954374
Czechia,35.0685285
Hungary,37.5658054
Montenegro,39.8303634
Poland,33.606282900000004
Romania,33.2706275
Serbia,37.7251048
Slovakia,31.1087549
Slovenia,25.2934568
Belarus,32.6176244
Estonia,32.045931
Latvia,33.5279094
Lithuania,28.6211869
Republic of Moldova,23.557655
Russian Federation,36.202021
Ukraine,35.8594764
Brunei Darussalam,18.8288237
Japan,32.8342037
Republic of Korea,29.1491678
Singapore,17.188388099999997
Australia,24.234182200000003
New Zealand,27.0016936
Andorra,33.8110852
Austria,38.5834781
Belgium,31.7852395
Cyprus,35.5748403
Denmark,36.0641594
Finland,27.1261723
France,35.3341911
Germany,32.4636356
Greece,42.4312463
Iceland,25.1894831
Ireland,31.5301996
Israel,26.5833482
Italy,28.0747132
Luxembourg,31.9793412
Malta,25.1815792
Netherlands,33.6759832
Norway,33.694099
Portugal,27.8669714
Spain,36.8000691
Sweden,20.3217094
Switzerland,32.782747699999994
United Kingdom,29.787649
Argentina,28.6444257
Chile,38.6792009
Uruguay,35.0673354
Canada,27.162954
United States of America,25.0823614
Antigua and Barbuda,7.571714
Bahamas,6.8916413
Barbados,10.6458564
Belize,12.0619978
Cuba,33.2091949
Dominica,10.3599027
Dominican Republic,14.6480792
Grenada,11.8910196
Guyana,13.9264222
Haiti,9.7113074
Jamaica,18.7334128
Saint Lucia,14.0939436
Saint Vincent and the Grenadines,12.6792359
Suriname,26.7019108
Trinidad and Tobago,18.2887078
Bolivia (Plurinational State of),9.4296979
Ecuador,14.050821399999998
Peru,9.3714411
Colombia,20.4423533
Costa Rica,18.016233
El Salvador,7.507910399999999
Guatemala,13.1968585
Honduras,16.4755478
Mexico,24.9648425
Nicaragua,13.9519913
Panama,12.2863801
Venezuela (Bolivarian Republic of),21.2373186
Brazil,24.8464568
Paraguay,25.8089534
Algeria,17.2107389
Bahrain,13.7116114
Egypt,20.4630929
Iran (Islamic Republic of),14.0291845
Iraq,23.6104552
Jordan,26.9547731
Kuwait,24.9991054
Lebanon,32.0637458
Libya,18.4715008
Morocco,14.7050133
Oman,9.2980854
Qatar,16.0360239
Saudi Arabia,13.32049
Syrian Arab Republic,27.3778886
Tunisia,26.3923012
Turkey,34.5406416
United Arab Emirates,18.5708541
Yemen,19.8552794
Afghanistan,5.6612979
Bangladesh,24.6420172
Bhutan,10.0996655
India,18.5545578
Nepal,39.63559
Pakistan,22.555925
Angola,10.4199345
Central African Republic,9.206933
Congo,8.356168799999999
Democratic Republic of the Congo,10.0752546
Equatorial Guinea,12.3777979
Gabon,11.5326467
Burundi,10.303674
Comoros,14.5774085
Djibouti,20.4914787
Eritrea,7.269365799999999
Ethiopia,5.17806
Kenya,16.078588999999997
Madagascar,16.3692019
Malawi,13.6619184
Mauritius,22.5968194
Mozambique,14.2079651
Rwanda,14.8037608
Seychelles,25.2688269
Somalia,12.3623765
United Republic of Tanzania,15.6366471
Uganda,13.1912193
Zambia,15.977203
Botswana,21.018127
Lesotho,15.5442781
Namibia,20.1840487
South Africa,24.640387
Zimbabwe,16.1162239
Benin,9.6157506
Burkina Faso,11.2887817
Cameroon,10.7588638
Cabo Verde,7.9827836
Chad,12.7081762
Côte d'Ivoire,13.490971299999998
Gambia,15.7893015
Ghana,5.8536185
Guinea,16.1006192
Guinea-Bissau,3.0633231
Liberia,9.1734251
Mali,11.2231419
Mauritania,20.9372671
Niger,8.631832300000001
Nigeria,6.461149400000001
Sao Tome and Principe,4.644635200000001
Senegal,14.357899599999998
Sierra Leone,20.9449956
Togo,11.1496054
Cook Islands,33.3517686
Monaco,31.0660774
Nauru,47.0140409
Niue,22.5234921
Palau,25.9300107
Saint Kitts and Nevis,7.7872558
San Marino,27.6566615
Tuvalu,31.3614987
South Sudan,13.5748909
Sudan,12.7058621
Swaziland,-
The former Yugoslav Republic of Macedonia,-
