location_name,val
China,3.7713257
Democratic People's Republic of Korea,4.4160385
Cambodia,5.2189391
Indonesia,4.0947438
Lao People's Democratic Republic,6.5068563
Malaysia,3.4959535
Maldives,6.932993799999999
Myanmar,9.190368
Philippines,9.4263131
Sri Lanka,1.8415286
Thailand,3.8200781
Timor-Leste,5.2958247
Viet Nam,2.8130049
Fiji,14.1514934
Kiribati,36.4360855
Marshall Islands,9.2167481
Micronesia (Federated States of),36.5744462
Papua New Guinea,18.7230379
Samoa,14.6027974
Solomon Islands,18.7977256
Tonga,13.2489186
Vanuatu,6.136667500000001
Armenia,3.2286542000000003
Azerbaijan,2.8073658000000004
Georgia,7.1394575
Kazakhstan,8.597298200000001
Kyrgyzstan,4.96344
Mongolia,8.2880445
Tajikistan,1.3593443
Turkmenistan,3.9742271
Uzbekistan,2.0397394
Albania,12.6875824
Bosnia and Herzegovina,31.542677800000003
Bulgaria,33.8978674
Croatia,32.1393757
Czechia,24.8914347
Hungary,29.5344886
Montenegro,35.787538600000005
Poland,25.7368272
Romania,21.8046176
Serbia,35.6627589
Slovakia,20.5130571
Slovenia,25.4360753
Belarus,22.1287574
Estonia,21.9500721
Latvia,22.6513341
Lithuania,20.9020862
Republic of Moldova,7.3049232
Russian Federation,17.492113200000002
Ukraine,16.5552652
Brunei Darussalam,5.2421318
Japan,11.0905259
Republic of Korea,5.6431372
Singapore,7.7386997
Australia,15.4629895
New Zealand,17.3138566
Andorra,25.0778228
Austria,27.5038964
Belgium,22.9874469
Cyprus,22.0078905
Denmark,22.4977021
Finland,18.958116
France,30.7727145
Germany,24.2748229
Greece,35.3374396
Iceland,15.8690473
Ireland,25.9966825
Israel,14.5799914
Italy,21.2187966
Luxembourg,22.6556002
Malta,21.6801089
Netherlands,21.7885716
Norway,16.8058234
Portugal,22.0892215
Spain,29.4382417
Sweden,14.705122
Switzerland,23.613719
United Kingdom,22.5773541
Argentina,20.2419418
Chile,33.9852149
Uruguay,23.4106861
Canada,16.3699729
United States of America,16.863396899999998
Antigua and Barbuda,5.4955849
Bahamas,3.3442647
Barbados,4.6898955
Belize,4.2039439
Cuba,16.9572144
Dominica,6.3707675
Dominican Republic,10.109934
Grenada,5.473153
Guyana,4.2787097
Haiti,2.8638443
Jamaica,7.293217100000001
Saint Lucia,5.260642799999999
Saint Vincent and the Grenadines,4.2635796
Suriname,9.3426207
Trinidad and Tobago,8.3497468
Bolivia (Plurinational State of),6.9167320000000005
Ecuador,5.6644052
Peru,4.499766
Colombia,10.7473226
Costa Rica,8.2989034
El Salvador,3.6248259
Guatemala,4.503724
Honduras,5.328228
Mexico,9.6265519
Nicaragua,5.7784163
Panama,4.7347237
Venezuela (Bolivarian Republic of),12.1730699
Brazil,9.7363071
Paraguay,8.6797386
Algeria,1.8208619
Bahrain,5.0525476
Egypt,1.192299
Iran (Islamic Republic of),4.7269615
Iraq,3.682233
Jordan,12.28391
Kuwait,4.867187
Lebanon,26.6889389
Libya,1.4153243
Morocco,1.1029657
Oman,1.9587273
Qatar,3.1756319
Saudi Arabia,2.2587543
Syrian Arab Republic,6.4064833000000005
Tunisia,2.8239602
Turkey,17.0345887
United Arab Emirates,4.4268558
Yemen,9.0261288
Afghanistan,2.6294832
Bangladesh,2.222776
Bhutan,4.6895771
India,3.6534366
Nepal,15.8069669
Pakistan,4.2714274
Angola,2.7064703
Central African Republic,1.6010961
Congo,2.0199761
Democratic Republic of the Congo,1.3091313
Equatorial Guinea,2.4137296
Gabon,3.4683778
Burundi,5.2354356
Comoros,3.1245135
Djibouti,5.6525909
Eritrea,0.6812765000000001
Ethiopia,1.1978223
Kenya,3.176059
Madagascar,2.7096431
Malawi,3.7165863
Mauritius,5.3348333
Mozambique,6.5771866
Rwanda,8.9416552
Seychelles,7.334378599999999
Somalia,2.8826516
United Republic of Tanzania,3.6840867
Uganda,4.8089395
Zambia,7.5075902
Botswana,8.4084506
Lesotho,1.9306222
Namibia,11.542017
South Africa,11.0738607
Zimbabwe,3.8892828
Benin,1.8865562
Burkina Faso,1.713533
Cameroon,1.625003
Cabo Verde,2.9610776
Chad,3.2366013
Côte d'Ivoire,4.0313300000000005
Gambia,1.2836409
Ghana,2.2002927
Guinea,2.1246989000000003
Guinea-Bissau,0.9856323
Liberia,2.6291608
Mali,2.4944958
Mauritania,8.7246077
Niger,1.8061896
Nigeria,1.2968603
Sao Tome and Principe,1.7501270999999998
Senegal,1.7752655
Sierra Leone,8.212762999999999
Togo,2.4059974
Cook Islands,24.3979018
Monaco,24.0975752
Nauru,42.6619503
Niue,15.4560473
Palau,12.7196147
Saint Kitts and Nevis,2.8641454
San Marino,18.4408891
Tuvalu,20.6160001
South Sudan,2.8102821
Sudan,2.1203691
Swaziland,-
The former Yugoslav Republic of Macedonia,-
