<<<<<<< HEAD
location_name,val
Global,0.275964039
"Southeast Asia, East Asia, and Oceania",0.324266038
East Asia,0.33100705
China,0.333513839
Democratic People's Republic of Korea,0.242603985
Taiwan (Province of China),0.28090374
Southeast Asia,0.300819556
Cambodia,0.25783153
Indonesia,0.28596107
Lao People's Democratic Republic,0.240736251
Malaysia,0.28037162
Maldives,0.296625084
Myanmar,0.374672434
Philippines,0.352802236
Sri Lanka,0.228069982
Thailand,0.288640214
Timor-Leste,0.351957753
Viet Nam,0.29727748
Oceania,0.35654371
Fiji,0.337393119
Kiribati,0.472029577
Marshall Islands,0.211495064
Micronesia (Federated States of),0.464320054
Papua New Guinea,0.36621719
Samoa,0.310468167
Solomon Islands,0.345707943
Tonga,0.335036318
Vanuatu,0.256850085
"Central Europe, Eastern Europe, and Central Asia",0.323482512
Central Asia,0.205342543
Armenia,0.30368406
Azerbaijan,0.21812396
Georgia,0.263897211
Kazakhstan,0.279113355
Kyrgyzstan,0.232901446
Mongolia,0.260321073
Tajikistan,0.161054471
Turkmenistan,0.216847994
Uzbekistan,0.094506905
Central Europe,0.373483622
Albania,0.241392769
Bosnia and Herzegovina,0.300893625
Bulgaria,0.458184646
Croatia,0.41055536
Czechia,0.36303743
Hungary,0.375849369
North Macedonia,0.390510881
Montenegro,0.368691029
Poland,0.405090994
Romania,0.341222127
Serbia,0.365579064
Slovakia,0.334348605
Slovenia,0.276815851
Eastern Europe,0.332465434
Belarus,0.340102355
Estonia,0.319711959
Latvia,0.363791796
Lithuania,0.297177062
Republic of Moldova,0.220864587
Russian Federation,0.328187268
Ukraine,0.353968989
High-income,0.317310581
High-income Asia Pacific,0.336397442
Brunei Darussalam,0.25918672
Japan,0.34845906
Republic of Korea,0.312179598
Singapore,0.197671863
Australasia,0.286099351
Australia,0.288333699
New Zealand,0.275638905
Western Europe,0.346616461
Andorra,0.365450743
Austria,0.357913926
Belgium,0.350682322
Cyprus,0.358906813
Denmark,0.440969844
Finland,0.300611231
France,0.376845545
Germany,0.325195539
Greece,0.427841591
Iceland,0.304106054
Ireland,0.334569114
Israel,0.316186873
Italy,0.321166262
Luxembourg,0.337297489
Malta,0.331490256
Netherlands,0.398393141
Norway,0.395554666
Portugal,0.284455028
Spain,0.407638181
Sweden,0.242706729
Switzerland,0.335479704
United Kingdom,0.322412041
Southern Latin America,0.331929036
Argentina,0.300988226
Chile,0.394704417
Uruguay,0.343259748
High-income North America,0.269087104
Canada,0.321708998
United States of America,0.263290206
Latin America and Caribbean,0.266645795
Caribbean,0.209541504
Antigua and Barbuda,0.069392967
Bahamas,0.0737195
Barbados,0.103555083
Belize,0.129217267
Cuba,0.331693476
Dominica,0.110519056
Dominican Republic,0.134089742
Grenada,0.108984751
Guyana,0.138565881
Haiti,0.116652864
Jamaica,0.181500907
Saint Lucia,0.138416435
Saint Vincent and the Grenadines,0.129230522
Suriname,0.269400597
Trinidad and Tobago,0.205624082
Andean Latin America,0.110910526
Bolivia (Plurinational State of),0.128012509
Ecuador,0.160038943
Peru,0.083838135
Central Latin America,0.256959253
