location_name,val
China,50.0510372
Democratic People's Republic of Korea,43.9282837
Cambodia,40.416589
Indonesia,59.738067
Lao People's Democratic Republic,48.141926
Malaysia,40.6123326
Maldives,45.1316803
Myanmar,40.7058874
Philippines,41.3727077
Sri Lanka,29.6351262
Thailand,40.3772102
Timor-Leste,64.8162347
Viet Nam,46.4505163
Fiji,42.3467061
Kiribati,64.0107152
Marshall Islands,34.9551651
Micronesia (Federated States of),62.1388888
Papua New Guinea,39.9917975
Samoa,39.3638232
Solomon Islands,51.8831664
Tonga,42.699632
Vanuatu,38.9772608
Armenia,55.6759601
Azerbaijan,43.2505055
Georgia,52.1747894
Kazakhstan,44.0013301
Kyrgyzstan,43.4085109
Mongolia,51.472677
Tajikistan,16.8463721
Turkmenistan,23.9251372
Uzbekistan,25.183471
Albania,50.8760926
Bosnia and Herzegovina,46.3412157
Bulgaria,43.3504009
Croatia,39.107202
Czechia,34.380909
Hungary,35.3280292
Montenegro,38.4186599
Poland,32.106855
Romania,37.8646085
Serbia,39.2976887
Slovakia,32.9517996
Slovenia,30.2679494
Belarus,49.6381979
Estonia,33.5908139
Latvia,47.3825664
Lithuania,38.1765192
Republic of Moldova,41.2734581
Russian Federation,46.8022598
Ukraine,43.0011358
Brunei Darussalam,27.9812879
Japan,33.574925300000004
Republic of Korea,42.6421667
Singapore,21.4184238
Australia,16.9417797
New Zealand,18.8784556
Andorra,31.6279357
Austria,36.4634791
Belgium,25.6717425
Cyprus,45.5665824
Denmark,22.7934692
Finland,24.6519689
France,36.884461
Germany,30.1461599
Greece,45.126268200000005
Iceland,15.9614702
Ireland,22.6303021
Israel,26.5686112
Italy,27.7268975
Luxembourg,26.519335100000003
Malta,26.7173989
Netherlands,25.2188583
Norway,20.4915001
Portugal,33.835865
Spain,32.8378403
Sweden,12.3088445
Switzerland,29.4212019
United Kingdom,23.2520385
Argentina,29.2812233
Chile,36.8012591
Uruguay,30.9561158
Canada,18.6026469
United States of America,20.6399366
Antigua and Barbuda,12.484722
Bahamas,11.4479542
Barbados,14.1493819
Belize,22.3137641
Cuba,32.2355778
Dominica,15.0067184
Dominican Republic,13.8941955
Grenada,17.716352099999998
Guyana,25.0798264
Haiti,10.1541534
Jamaica,20.2934783
Saint Lucia,19.2670843
Saint Vincent and the Grenadines,20.2056623
Suriname,34.81148
Trinidad and Tobago,29.1380026
Bolivia (Plurinational State of),17.9577386
Ecuador,26.193545800000003
Peru,7.6747125
Colombia,15.504957999999998
Costa Rica,15.754509
El Salvador,17.1053499
Guatemala,20.5173992
Honduras,23.9719478
Mexico,27.1248385
Nicaragua,21.5395937
Panama,12.2515943
Venezuela (Bolivarian Republic of),22.8932205
Brazil,11.8958396
Paraguay,24.9375448
Algeria,32.2789431
Bahrain,22.9092422
Egypt,43.3375108
Iran (Islamic Republic of),24.7449599
Iraq,37.0306304
Jordan,52.013017
Kuwait,33.9309788
Lebanon,45.9872208
Libya,38.2468203
Morocco,22.4220637
Oman,15.7758909
Qatar,22.1590228
Saudi Arabia,22.7625634
Syrian Arab Republic,41.9614166
Tunisia,45.7632626
Turkey,43.0005985
United Arab Emirates,18.8777541
Yemen,31.2198694
Afghanistan,16.9901044
Bangladesh,45.2378938
Bhutan,14.7357139
India,24.4860297
Nepal,31.4495523
Pakistan,25.1917936
Angola,18.5092202
Central African Republic,14.9186884
Congo,20.8768674
Democratic Republic of the Congo,21.173851
Equatorial Guinea,26.970285500000003
Gabon,21.722930100000003
Burundi,15.9598298
Comoros,23.2794514
Djibouti,42.6026831
Eritrea,12.3555434
Ethiopia,10.1120673
Kenya,19.0107199
Madagascar,24.9266918
Malawi,24.07997
Mauritius,40.4750994
Mozambique,23.7184863
Rwanda,21.669289
Seychelles,39.260955800000005
Somalia,20.4749665
United Republic of Tanzania,18.831617
Uganda,15.0923884
Zambia,26.531394
Botswana,35.2892206
Lesotho,41.1657314
Namibia,23.456312
South Africa,35.1015571
Zimbabwe,33.8403246
Benin,10.7154504
Burkina Faso,17.0866112
Cameroon,14.8550458
Cabo Verde,9.1962615
Chad,16.049072
Côte d'Ivoire,22.2793357
Gambia,23.5633285
Ghana,10.4468228
Guinea,29.7401587
Guinea-Bissau,8.0934198
Liberia,13.696907
Mali,22.4472512
Mauritania,29.429069
Niger,14.1990903
Nigeria,7.6215626
Sao Tome and Principe,7.738392500000001
Senegal,14.6400991
Sierra Leone,30.8351262
Togo,14.0740857
Cook Islands,36.6898538
Monaco,29.2185561
Nauru,43.466243
Niue,26.5963661
Palau,32.4944672
Saint Kitts and Nevis,10.5658509
San Marino,21.2490635
Tuvalu,45.4133426
South Sudan,20.7755116
Sudan,19.5891671
Swaziland,-
The former Yugoslav Republic of Macedonia,-
