date,name,category,value
1990-01-01,Algeria,North Africa and Middle East,171416.84
1991-01-01,Algeria,North Africa and Middle East,175375.14
1992-01-01,Algeria,North Africa and Middle East,179144.85
1993-01-01,Algeria,North Africa and Middle East,182888.97
1994-01-01,Algeria,North Africa and Middle East,186367.73
1995-01-01,Algeria,North Africa and Middle East,189641.66
1996-01-01,Algeria,North Africa and Middle East,192943.56
1997-01-01,Algeria,North Africa and Middle East,196438.76
1998-01-01,Algeria,North Africa and Middle East,200123.68
1999-01-01,Algeria,North Africa and Middle East,203898.74
2000-01-01,Algeria,North Africa and Middle East,207680.12
2001-01-01,Algeria,North Africa and Middle East,211770.74
2002-01-01,Algeria,North Africa and Middle East,215963.78
2003-01-01,Algeria,North Africa and Middle East,219021.9
2004-01-01,Algeria,North Africa and Middle East,222286.4
2005-01-01,Algeria,North Africa and Middle East,225836.25
2006-01-01,Algeria,North Africa and Middle East,229319.05
2007-01-01,Algeria,North Africa and Middle East,232847.31
2008-01-01,Algeria,North Africa and Middle East,236039.18
2009-01-01,Algeria,North Africa and Middle East,239071.88
2010-01-01,Algeria,North Africa and Middle East,241343.8
2011-01-01,Algeria,North Africa and Middle East,242891.73
2012-01-01,Algeria,North Africa and Middle East,244155.7
2013-01-01,Algeria,North Africa and Middle East,244388.1
2014-01-01,Algeria,North Africa and Middle East,243821.97
2015-01-01,Algeria,North Africa and Middle East,242851.3
2016-01-01,Algeria,North Africa and Middle East,241935.13
2017-01-01,Algeria,North Africa and Middle East,247500.57
2018-01-01,Algeria,North Africa and Middle East,253059.36
2019-01-01,Algeria,North Africa and Middle East,258696.75
1990-01-01,Bahrain,North Africa and Middle East,7397.83
1991-01-01,Bahrain,North Africa and Middle East,7494.52
1992-01-01,Bahrain,North Africa and Middle East,7507.94
1993-01-01,Bahrain,North Africa and Middle East,7526.11
1994-01-01,Bahrain,North Africa and Middle East,7555.39
1995-01-01,Bahrain,North Africa and Middle East,7601.36
1996-01-01,Bahrain,North Africa and Middle East,7721.4
1997-01-01,Bahrain,North Africa and Middle East,7838.94
1998-01-01,Bahrain,North Africa and Middle East,7944.47
1999-01-01,Bahrain,North Africa and Middle East,8053.27
2000-01-01,Bahrain,North Africa and Middle East,8173.69
2001-01-01,Bahrain,North Africa and Middle East,8360.28
2002-01-01,Bahrain,North Africa and Middle East,8828.75
2003-01-01,Bahrain,North Africa and Middle East,9503.69
2004-01-01,Bahrain,North Africa and Middle East,10340.69
2005-01-01,Bahrain,North Africa and Middle East,11221.05
2006-01-01,Bahrain,North Africa and Middle East,12080.5
2007-01-01,Bahrain,North Africa and Middle East,12955.24
2008-01-01,Bahrain,North Africa and Middle East,13943.42
2009-01-01,Bahrain,North Africa and Middle East,14949.61
2010-01-01,Bahrain,North Africa and Middle East,15878.94
2011-01-01,Bahrain,North Africa and Middle East,16665.93
2012-01-01,Bahrain,North Africa and Middle East,17394.97
2013-01-01,Bahrain,North Africa and Middle East,18110.37
2014-01-01,Bahrain,North Africa and Middle East,18822.81
2015-01-01,Bahrain,North Africa and Middle East,19505.03
2016-01-01,Bahrain,North Africa and Middle East,20158.31
2017-01-01,Bahrain,North Africa and Middle East,20739.79
2018-01-01,Bahrain,North Africa and Middle East,21296.57
2019-01-01,Bahrain,North Africa and Middle East,21810.2
1990-01-01,Egypt,North Africa and Middle East,177564.03
1991-01-01,Egypt,North Africa and Middle East,186100.58
1992-01-01,Egypt,North Africa and Middle East,195115.28
1993-01-01,Egypt,North Africa and Middle East,204763.12
1994-01-01,Egypt,North Africa and Middle East,215002.8
1995-01-01,Egypt,North Africa and Middle East,226004.66
1996-01-01,Egypt,North Africa and Middle East,237755.48
1997-01-01,Egypt,North Africa and Middle East,250327.18
1998-01-01,Egypt,North Africa and Middle East,263647.3
1999-01-01,Egypt,North Africa and Middle East,277598.35
2000-01-01,Egypt,North Africa and Middle East,291912.64
2001-01-01,Egypt,North Africa and Middle East,308779.9
2002-01-01,Egypt,North Africa and Middle East,323877.78
2003-01-01,Egypt,North Africa and Middle East,338057.95
2004-01-01,Egypt,North Africa and Middle East,350740.8
2005-01-01,Egypt,North Africa and Middle East,361658.17
2006-01-01,Egypt,North Africa and Middle East,367080.33
2007-01-01,Egypt,North Africa and Middle East,370327.26
2008-01-01,Egypt,North Africa and Middle East,371290.91
2009-01-01,Egypt,North Africa and Middle East,372039.8
2010-01-01,Egypt,North Africa and Middle East,368512.55
2011-01-01,Egypt,North Africa and Middle East,363557.98
2012-01-01,Egypt,North Africa and Middle East,359793.66
2013-01-01,Egypt,North Africa and Middle East,355454.37
2014-01-01,Egypt,North Africa and Middle East,350791.04
2015-01-01,Egypt,North Africa and Middle East,345513.44
2016-01-01,Egypt,North Africa and Middle East,343544.47
2017-01-01,Egypt,North Africa and Middle East,341811.11
2018-01-01,Egypt,North Africa and Middle East,340857.13
2019-01-01,Egypt,North Africa and Middle East,340609.71
1990-01-01,Iran (Islamic Republic of),North Africa and Middle East,676680.31
1991-01-01,Iran (Islamic Republic of),North Africa and Middle East,681940.82
1992-01-01,Iran (Islamic Republic of),North Africa and Middle East,684476.15
1993-01-01,Iran (Islamic Republic of),North Africa and Middle East,695876.01
1994-01-01,Iran (Islamic Republic of),North Africa and Middle East,713805.78
1995-01-01,Iran (Islamic Republic of),North Africa and Middle East,735149.68
1996-01-01,Iran (Islamic Republic of),North Africa and Middle East,760443.91
1997-01-01,Iran (Islamic Republic of),North Africa and Middle East,790592.51
1998-01-01,Iran (Islamic Republic of),North Africa and Middle East,824748.79
1999-01-01,Iran (Islamic Republic of),North Africa and Middle East,862399.56
2000-01-01,Iran (Islamic Republic of),North Africa and Middle East,901630.13
2001-01-01,Iran (Islamic Republic of),North Africa and Middle East,943567.89
2002-01-01,Iran (Islamic Republic of),North Africa and Middle East,989723.96
2003-01-01,Iran (Islamic Republic of),North Africa and Middle East,1039530.43
2004-01-01,Iran (Islamic Republic of),North Africa and Middle East,1093217.91
2005-01-01,Iran (Islamic Republic of),North Africa and Middle East,1147049.55
2006-01-01,Iran (Islamic Republic of),North Africa and Middle East,1197811.67
2007-01-01,Iran (Islamic Republic of),North Africa and Middle East,1242502.4
2008-01-01,Iran (Islamic Republic of),North Africa and Middle East,1280683.25
2009-01-01,Iran (Islamic Republic of),North Africa and Middle East,1314731.04
2010-01-01,Iran (Islamic Republic of),North Africa and Middle East,1341966.73
2011-01-01,Iran (Islamic Republic of),North Africa and Middle East,1367422.26
2012-01-01,Iran (Islamic Republic of),North Africa and Middle East,1392621.86
2013-01-01,Iran (Islamic Republic of),North Africa and Middle East,1415465.26
2014-01-01,Iran (Islamic Republic of),North Africa and Middle East,1435945.34
2015-01-01,Iran (Islamic Republic of),North Africa and Middle East,1454948.87
2016-01-01,Iran (Islamic Republic of),North Africa and Middle East,1475612.64
